Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
SP1,09-06-2007,Levante,Valencia,4,2,H,2,1,H,2006
SP1,09-06-2007,Mallorca,Sevilla,0,0,D,0,0,D,2006
SP1,09-06-2007,Sociedad,Santander,0,0,D,0,0,D,2006
SP1,09-06-2007,Villarreal,Ath Bilbao,3,1,H,2,1,H,2006
SP1,09-06-2007,Zaragoza,Real Madrid,2,2,D,1,0,H,2006
SP1,10-06-2007,Getafe,Gimnastic,0,1,A,0,0,D,2006
SP1,10-06-2007,La Coruna,Recreativo,2,5,A,0,2,A,2006
SP1,17-06-2007,Ath Bilbao,Levante,2,0,H,0,0,D,2006
SP1,17-06-2007,Celta,Getafe,2,1,H,1,1,D,2006
SP1,17-06-2007,Espanol,La Coruna,1,3,A,0,0,D,2006
SP1,17-06-2007,Gimnastic,Barcelona,1,5,A,0,3,A,2006
SP1,17-06-2007,Osasuna,Ath Madrid,1,2,A,0,1,A,2006
SP1,17-06-2007,Real Madrid,Mallorca,3,1,H,0,1,A,2006
SP1,17-06-2007,Recreativo,Zaragoza,1,1,D,1,0,H,2006
SP1,17-06-2007,Santander,Betis,0,2,A,0,0,D,2006
SP1,17-06-2007,Sevilla,Villarreal,0,1,A,0,0,D,2006
SP1,17-06-2007,Valencia,Sociedad,3,3,D,2,2,D,2006
SP1,25-08-2007,Real Madrid,Ath Madrid,2,1,H,1,1,D,2007
SP1,25-08-2007,Sevilla,Getafe,4,1,H,0,1,A,2007
SP1,26-08-2007,Ath Bilbao,Osasuna,0,0,D,0,0,D,2007
SP1,26-08-2007,Espanol,Valladolid,0,1,A,0,0,D,2007
SP1,26-08-2007,La Coruna,Almeria,0,3,A,0,2,A,2007
SP1,26-08-2007,Mallorca,Levante,3,0,H,1,0,H,2007
SP1,26-08-2007,Murcia,Zaragoza,2,1,H,1,1,D,2007
SP1,26-08-2007,Recreativo,Betis,1,1,D,1,1,D,2007
SP1,26-08-2007,Santander,Barcelona,0,0,D,0,0,D,2007
SP1,26-08-2007,Valencia,Villarreal,0,3,A,0,1,A,2007
SP1,01-09-2007,Levante,Murcia,0,0,D,0,0,D,2007
SP1,01-09-2007,Zaragoza,Santander,1,1,D,0,0,D,2007
SP1,02-09-2007,Almeria,Valencia,1,2,A,0,0,D,2007
SP1,02-09-2007,Ath Madrid,Mallorca,1,1,D,0,1,A,2007
SP1,02-09-2007,Barcelona,Ath Bilbao,3,1,H,2,0,H,2007
SP1,02-09-2007,Betis,Espanol,2,2,D,0,2,A,2007
SP1,02-09-2007,Getafe,Recreativo,1,1,D,0,0,D,2007
SP1,02-09-2007,Valladolid,La Coruna,2,2,D,1,0,H,2007
SP1,02-09-2007,Villarreal,Real Madrid,0,5,A,0,1,A,2007
SP1,15-09-2007,Ath Bilbao,Zaragoza,1,1,D,1,1,D,2007
SP1,15-09-2007,Real Madrid,Almeria,3,1,H,1,0,H,2007
SP1,15-09-2007,Valencia,Valladolid,2,1,H,1,1,D,2007
SP1,16-09-2007,Espanol,Getafe,1,0,H,0,0,D,2007
SP1,16-09-2007,La Coruna,Betis,1,0,H,1,0,H,2007
SP1,16-09-2007,Mallorca,Villarreal,0,1,A,0,0,D,2007
SP1,16-09-2007,Murcia,Ath Madrid,1,1,D,0,1,A,2007
SP1,16-09-2007,Osasuna,Barcelona,0,0,D,0,0,D,2007
SP1,16-09-2007,Santander,Levante,1,0,H,1,0,H,2007
SP1,16-09-2007,Sevilla,Recreativo,4,1,H,2,0,H,2007
SP1,22-09-2007,Barcelona,Sevilla,2,1,H,0,0,D,2007
SP1,22-09-2007,Recreativo,Espanol,2,1,H,0,1,A,2007
SP1,23-09-2007,Almeria,Mallorca,1,1,D,1,0,H,2007
SP1,23-09-2007,Ath Madrid,Santander,4,0,H,1,0,H,2007
SP1,23-09-2007,Betis,Valencia,1,2,A,0,0,D,2007
SP1,23-09-2007,Getafe,La Coruna,0,0,D,0,0,D,2007
SP1,23-09-2007,Levante,Ath Bilbao,1,2,A,0,1,A,2007
SP1,23-09-2007,Valladolid,Real Madrid,1,1,D,0,0,D,2007
SP1,23-09-2007,Villarreal,Murcia,2,0,H,0,0,D,2007
SP1,23-09-2007,Zaragoza,Osasuna,2,1,H,1,1,D,2007
SP1,25-09-2007,Sevilla,Espanol,2,3,A,0,1,A,2007
SP1,26-09-2007,Ath Bilbao,Ath Madrid,0,2,A,0,1,A,2007
SP1,26-09-2007,Barcelona,Zaragoza,4,1,H,4,1,H,2007
SP1,26-09-2007,La Coruna,Recreativo,0,2,A,0,1,A,2007
SP1,26-09-2007,Mallorca,Valladolid,4,2,H,0,2,A,2007
SP1,26-09-2007,Murcia,Almeria,0,1,A,0,1,A,2007
SP1,26-09-2007,Osasuna,Levante,4,1,H,1,1,D,2007
SP1,26-09-2007,Santander,Villarreal,0,2,A,0,1,A,2007
SP1,26-09-2007,Valencia,Getafe,2,1,H,2,0,H,2007
SP1,27-09-2007,Real Madrid,Betis,2,0,H,0,0,D,2007
SP1,29-09-2007,Levante,Barcelona,1,4,A,0,2,A,2007
SP1,29-09-2007,Zaragoza,Sevilla,2,0,H,0,0,D,2007
SP1,30-09-2007,Almeria,Santander,0,1,A,0,1,A,2007
SP1,30-09-2007,Ath Madrid,Osasuna,2,0,H,1,0,H,2007
SP1,30-09-2007,Betis,Mallorca,3,0,H,0,0,D,2007
SP1,30-09-2007,Espanol,La Coruna,1,0,H,1,0,H,2007
SP1,30-09-2007,Getafe,Real Madrid,0,1,A,0,0,D,2007
SP1,30-09-2007,Recreativo,Valencia,0,1,A,0,1,A,2007
SP1,30-09-2007,Valladolid,Murcia,1,4,A,0,1,A,2007
SP1,30-09-2007,Villarreal,Ath Bilbao,1,0,H,0,0,D,2007
SP1,06-10-2007,Valencia,Espanol,1,2,A,1,1,D,2007
SP1,07-10-2007,Ath Bilbao,Almeria,1,1,D,1,0,H,2007
SP1,07-10-2007,Barcelona,Ath Madrid,3,0,H,2,0,H,2007
SP1,07-10-2007,Mallorca,Getafe,4,2,H,0,1,A,2007
SP1,07-10-2007,Murcia,Betis,0,0,D,0,0,D,2007
SP1,07-10-2007,Osasuna,Villarreal,3,2,H,2,2,D,2007
SP1,07-10-2007,Real Madrid,Recreativo,2,0,H,0,0,D,2007
SP1,07-10-2007,Santander,Valladolid,2,0,H,0,0,D,2007
SP1,07-10-2007,Sevilla,La Coruna,0,1,A,0,0,D,2007
SP1,07-10-2007,Zaragoza,Levante,3,0,H,0,0,D,2007
SP1,20-10-2007,Espanol,Real Madrid,2,1,H,1,0,H,2007
SP1,20-10-2007,La Coruna,Valencia,2,4,A,1,3,A,2007
SP1,20-10-2007,Levante,Sevilla,0,2,A,0,2,A,2007
SP1,20-10-2007,Villarreal,Barcelona,3,1,H,3,1,H,2007
SP1,21-10-2007,Almeria,Osasuna,2,0,H,0,0,D,2007
SP1,21-10-2007,Ath Madrid,Zaragoza,4,0,H,2,0,H,2007
SP1,21-10-2007,Betis,Santander,1,1,D,0,0,D,2007
SP1,21-10-2007,Getafe,Murcia,2,0,H,0,0,D,2007
SP1,21-10-2007,Recreativo,Mallorca,0,2,A,0,1,A,2007
SP1,21-10-2007,Valladolid,Ath Bilbao,1,2,A,0,2,A,2007
SP1,27-10-2007,Ath Bilbao,Betis,0,0,D,0,0,D,2007
SP1,27-10-2007,Mallorca,Espanol,2,2,D,1,2,A,2007
SP1,27-10-2007,Real Madrid,La Coruna,3,1,H,1,1,D,2007
SP1,28-10-2007,Barcelona,Almeria,2,0,H,1,0,H,2007
SP1,28-10-2007,Levante,Ath Madrid,0,1,A,0,1,A,2007
SP1,28-10-2007,Murcia,Recreativo,1,0,H,0,0,D,2007
SP1,28-10-2007,Osasuna,Valladolid,2,2,D,0,1,A,2007
SP1,28-10-2007,Santander,Getafe,2,0,H,1,0,H,2007
SP1,28-10-2007,Sevilla,Valencia,3,0,H,1,0,H,2007
SP1,28-10-2007,Zaragoza,Villarreal,4,1,H,1,0,H,2007
SP1,31-10-2007,Almeria,Zaragoza,0,1,A,0,0,D,2007
SP1,31-10-2007,Ath Madrid,Sevilla,4,3,H,2,2,D,2007
SP1,31-10-2007,Betis,Osasuna,0,3,A,0,1,A,2007
SP1,31-10-2007,Getafe,Ath Bilbao,2,0,H,2,0,H,2007
SP1,31-10-2007,La Coruna,Mallorca,1,1,D,1,1,D,2007
SP1,31-10-2007,Recreativo,Santander,0,0,D,0,0,D,2007
SP1,31-10-2007,Valencia,Real Madrid,1,5,A,0,4,A,2007
SP1,31-10-2007,Villarreal,Levante,3,0,H,3,0,H,2007
SP1,01-11-2007,Espanol,Murcia,0,0,D,0,0,D,2007
SP1,01-11-2007,Valladolid,Barcelona,1,1,D,1,1,D,2007
SP1,03-11-2007,Mallorca,Valencia,0,2,A,0,1,A,2007
SP1,03-11-2007,Sevilla,Real Madrid,2,0,H,2,0,H,2007
SP1,04-11-2007,Ath Bilbao,Recreativo,2,0,H,0,0,D,2007
SP1,04-11-2007,Ath Madrid,Villarreal,3,4,A,2,2,D,2007
SP1,04-11-2007,Barcelona,Betis,3,0,H,1,0,H,2007
SP1,04-11-2007,Levante,Almeria,3,0,H,3,0,H,2007
SP1,04-11-2007,Murcia,La Coruna,0,2,A,0,0,D,2007
SP1,04-11-2007,Osasuna,Getafe,0,2,A,0,0,D,2007
SP1,04-11-2007,Santander,Espanol,1,1,D,0,0,D,2007
SP1,04-11-2007,Zaragoza,Valladolid,2,3,A,1,3,A,2007
SP1,10-11-2007,Getafe,Barcelona,2,0,H,1,0,H,2007
SP1,10-11-2007,Valencia,Murcia,3,0,H,2,0,H,2007
SP1,11-11-2007,Almeria,Ath Madrid,0,0,D,0,0,D,2007
SP1,11-11-2007,Betis,Zaragoza,2,1,H,0,1,A,2007
SP1,11-11-2007,Espanol,Ath Bilbao,2,1,H,1,1,D,2007
SP1,11-11-2007,La Coruna,Santander,0,1,A,0,0,D,2007
SP1,11-11-2007,Real Madrid,Mallorca,4,3,H,2,2,D,2007
SP1,11-11-2007,Recreativo,Osasuna,1,0,H,0,0,D,2007
SP1,11-11-2007,Valladolid,Levante,1,0,H,0,0,D,2007
SP1,11-11-2007,Villarreal,Sevilla,3,2,H,1,1,D,2007
SP1,24-11-2007,Barcelona,Recreativo,3,0,H,0,0,D,2007
SP1,24-11-2007,Murcia,Real Madrid,1,1,D,0,1,A,2007
SP1,24-11-2007,Sevilla,Mallorca,1,2,A,0,2,A,2007
SP1,25-11-2007,Ath Bilbao,La Coruna,2,2,D,1,0,H,2007
SP1,25-11-2007,Ath Madrid,Valladolid,4,3,H,1,1,D,2007
SP1,25-11-2007,Levante,Betis,4,3,H,2,2,D,2007
SP1,25-11-2007,Osasuna,Espanol,1,2,A,0,2,A,2007
SP1,25-11-2007,Santander,Valencia,1,0,H,0,0,D,2007
SP1,25-11-2007,Villarreal,Almeria,1,1,D,1,0,H,2007
SP1,25-11-2007,Zaragoza,Getafe,1,1,D,0,0,D,2007
SP1,01-12-2007,Almeria,Sevilla,1,0,H,0,0,D,2007
SP1,01-12-2007,Espanol,Barcelona,1,1,D,0,1,A,2007
SP1,01-12-2007,Real Madrid,Santander,3,1,H,2,0,H,2007
SP1,02-12-2007,Betis,Ath Madrid,0,2,A,0,1,A,2007
SP1,02-12-2007,Getafe,Levante,2,1,H,0,1,A,2007
SP1,02-12-2007,La Coruna,Osasuna,1,2,A,0,0,D,2007
SP1,02-12-2007,Mallorca,Murcia,1,1,D,0,1,A,2007
SP1,02-12-2007,Recreativo,Zaragoza,2,1,H,2,1,H,2007
SP1,02-12-2007,Valencia,Ath Bilbao,0,3,A,0,1,A,2007
SP1,02-12-2007,Valladolid,Villarreal,2,0,H,1,0,H,2007
SP1,05-12-2007,Osasuna,Sevilla,1,1,D,1,0,H,2007
SP1,08-12-2007,Ath Bilbao,Real Madrid,0,1,A,0,0,D,2007
SP1,08-12-2007,Osasuna,Valencia,0,0,D,0,0,D,2007
SP1,09-12-2007,Almeria,Valladolid,1,0,H,0,0,D,2007
SP1,09-12-2007,Ath Madrid,Getafe,1,0,H,1,0,H,2007
SP1,09-12-2007,Barcelona,La Coruna,2,1,H,1,1,D,2007
SP1,09-12-2007,Levante,Recreativo,0,2,A,0,1,A,2007
SP1,09-12-2007,Santander,Mallorca,3,1,H,2,1,H,2007
SP1,09-12-2007,Sevilla,Murcia,3,1,H,1,0,H,2007
SP1,09-12-2007,Villarreal,Betis,0,1,A,0,1,A,2007
SP1,09-12-2007,Zaragoza,Espanol,3,3,D,1,3,A,2007
SP1,15-12-2007,Espanol,Levante,1,0,H,1,0,H,2007
SP1,15-12-2007,Valencia,Barcelona,0,3,A,0,2,A,2007
SP1,16-12-2007,Betis,Almeria,3,1,H,1,1,D,2007
SP1,16-12-2007,Getafe,Villarreal,1,3,A,0,1,A,2007
SP1,16-12-2007,La Coruna,Zaragoza,1,1,D,0,1,A,2007
SP1,16-12-2007,Mallorca,Ath Bilbao,0,0,D,0,0,D,2007
SP1,16-12-2007,Murcia,Santander,2,1,H,0,0,D,2007
SP1,16-12-2007,Real Madrid,Osasuna,2,0,H,1,0,H,2007
SP1,16-12-2007,Recreativo,Ath Madrid,0,0,D,0,0,D,2007
SP1,16-12-2007,Valladolid,Sevilla,0,0,D,0,0,D,2007
SP1,22-12-2007,Almeria,Getafe,0,2,A,0,1,A,2007
SP1,22-12-2007,Sevilla,Santander,4,1,H,1,0,H,2007
SP1,22-12-2007,Zaragoza,Valencia,2,2,D,2,0,H,2007
SP1,23-12-2007,Ath Bilbao,Murcia,1,1,D,1,0,H,2007
SP1,23-12-2007,Ath Madrid,Espanol,1,2,A,1,0,H,2007
SP1,23-12-2007,Barcelona,Real Madrid,0,1,A,0,1,A,2007
SP1,23-12-2007,Levante,La Coruna,0,1,A,0,0,D,2007
SP1,23-12-2007,Osasuna,Mallorca,3,1,H,1,0,H,2007
SP1,23-12-2007,Valladolid,Betis,0,0,D,0,0,D,2007
SP1,23-12-2007,Villarreal,Recreativo,1,1,D,1,1,D,2007
SP1,05-01-2008,Espanol,Villarreal,3,0,H,3,0,H,2007
SP1,05-01-2008,Mallorca,Barcelona,0,2,A,0,0,D,2007
SP1,06-01-2008,Getafe,Valladolid,0,3,A,0,0,D,2007
SP1,06-01-2008,La Coruna,Ath Madrid,0,3,A,0,1,A,2007
SP1,06-01-2008,Murcia,Osasuna,2,0,H,0,0,D,2007
SP1,06-01-2008,Real Madrid,Zaragoza,2,0,H,0,0,D,2007
SP1,06-01-2008,Recreativo,Almeria,1,1,D,1,1,D,2007
SP1,06-01-2008,Santander,Ath Bilbao,1,0,H,1,0,H,2007
SP1,06-01-2008,Sevilla,Betis,3,0,H,2,0,H,2007
SP1,06-01-2008,Valencia,Levante,0,0,D,0,0,D,2007
SP1,12-01-2008,Ath Bilbao,Sevilla,2,0,H,1,0,H,2007
SP1,12-01-2008,Barcelona,Murcia,4,0,H,1,0,H,2007
SP1,13-01-2008,Almeria,Espanol,1,0,H,0,0,D,2007
SP1,13-01-2008,Ath Madrid,Valencia,1,0,H,1,0,H,2007
SP1,13-01-2008,Betis,Getafe,3,2,H,2,0,H,2007
SP1,13-01-2008,Levante,Real Madrid,0,2,A,0,0,D,2007
SP1,13-01-2008,Osasuna,Santander,0,2,A,0,0,D,2007
SP1,13-01-2008,Valladolid,Recreativo,3,1,H,2,1,H,2007
SP1,13-01-2008,Villarreal,La Coruna,4,3,H,1,1,D,2007
SP1,13-01-2008,Zaragoza,Mallorca,2,2,D,2,1,H,2007
SP1,19-01-2008,Getafe,Sevilla,3,2,H,1,1,D,2007
SP1,19-01-2008,Villarreal,Valencia,3,0,H,1,0,H,2007
SP1,20-01-2008,Almeria,La Coruna,1,0,H,0,0,D,2007
SP1,20-01-2008,Ath Madrid,Real Madrid,0,2,A,0,2,A,2007
SP1,20-01-2008,Barcelona,Santander,1,0,H,1,0,H,2007
SP1,20-01-2008,Betis,Recreativo,1,1,D,0,0,D,2007
SP1,20-01-2008,Levante,Mallorca,2,2,D,1,1,D,2007
SP1,20-01-2008,Osasuna,Ath Bilbao,2,0,H,0,0,D,2007
SP1,20-01-2008,Valladolid,Espanol,2,1,H,2,0,H,2007
SP1,20-01-2008,Zaragoza,Murcia,3,1,H,1,0,H,2007
SP1,26-01-2008,Sevilla,Osasuna,2,1,H,0,0,D,2007
SP1,27-01-2008,Ath Bilbao,Barcelona,1,1,D,0,1,A,2007
SP1,27-01-2008,Espanol,Betis,1,2,A,0,1,A,2007
SP1,27-01-2008,La Coruna,Valladolid,3,1,H,1,0,H,2007
SP1,27-01-2008,Mallorca,Ath Madrid,1,0,H,1,0,H,2007
SP1,27-01-2008,Murcia,Levante,2,3,A,0,0,D,2007
SP1,27-01-2008,Real Madrid,Villarreal,3,2,H,1,1,D,2007
SP1,27-01-2008,Recreativo,Getafe,1,3,A,1,2,A,2007
SP1,27-01-2008,Santander,Zaragoza,2,2,D,1,0,H,2007
SP1,27-01-2008,Valencia,Almeria,0,1,A,0,1,A,2007
SP1,02-02-2008,Almeria,Real Madrid,2,0,H,1,0,H,2007
SP1,02-02-2008,Betis,La Coruna,0,1,A,0,1,A,2007
SP1,03-02-2008,Ath Madrid,Murcia,1,1,D,0,0,D,2007
SP1,03-02-2008,Barcelona,Osasuna,1,0,H,0,0,D,2007
SP1,03-02-2008,Getafe,Espanol,0,1,A,0,1,A,2007
SP1,03-02-2008,Levante,Santander,1,1,D,0,0,D,2007
SP1,03-02-2008,Recreativo,Sevilla,1,2,A,0,1,A,2007
SP1,03-02-2008,Valladolid,Valencia,0,2,A,0,0,D,2007
SP1,03-02-2008,Villarreal,Mallorca,1,1,D,1,1,D,2007
SP1,03-02-2008,Zaragoza,Ath Bilbao,1,0,H,1,0,H,2007
SP1,09-02-2008,La Coruna,Getafe,1,1,D,1,0,H,2007
SP1,09-02-2008,Murcia,Villarreal,0,1,A,0,0,D,2007
SP1,09-02-2008,Sevilla,Barcelona,1,1,D,1,0,H,2007
SP1,10-02-2008,Ath Bilbao,Levante,1,0,H,0,0,D,2007
SP1,10-02-2008,Espanol,Recreativo,1,2,A,1,2,A,2007
SP1,10-02-2008,Mallorca,Almeria,0,0,D,0,0,D,2007
SP1,10-02-2008,Osasuna,Zaragoza,1,0,H,1,0,H,2007
SP1,10-02-2008,Real Madrid,Valladolid,7,0,H,5,0,H,2007
SP1,10-02-2008,Santander,Ath Madrid,0,2,A,0,0,D,2007
SP1,10-02-2008,Valencia,Betis,3,1,H,2,0,H,2007
SP1,16-02-2008,Betis,Real Madrid,2,1,H,2,1,H,2007
SP1,16-02-2008,Espanol,Sevilla,2,4,A,1,2,A,2007
SP1,16-02-2008,Zaragoza,Barcelona,1,2,A,0,1,A,2007
SP1,17-02-2008,Almeria,Murcia,1,0,H,1,0,H,2007
SP1,17-02-2008,Ath Madrid,Ath Bilbao,1,2,A,1,2,A,2007
SP1,17-02-2008,Getafe,Valencia,0,0,D,0,0,D,2007
SP1,17-02-2008,Levante,Osasuna,2,1,H,0,1,A,2007
SP1,17-02-2008,Recreativo,La Coruna,3,2,H,0,1,A,2007
SP1,17-02-2008,Valladolid,Mallorca,1,1,D,1,0,H,2007
SP1,17-02-2008,Villarreal,Santander,0,0,D,0,0,D,2007
SP1,23-02-2008,Sevilla,Zaragoza,5,0,H,3,0,H,2007
SP1,23-02-2008,Valencia,Recreativo,1,1,D,1,0,H,2007
SP1,24-02-2008,Ath Bilbao,Villarreal,1,2,A,1,0,H,2007
SP1,24-02-2008,Barcelona,Levante,5,1,H,2,1,H,2007
SP1,24-02-2008,La Coruna,Espanol,2,0,H,2,0,H,2007
SP1,24-02-2008,Mallorca,Betis,1,1,D,0,0,D,2007
SP1,24-02-2008,Murcia,Valladolid,0,1,A,0,1,A,2007
SP1,24-02-2008,Osasuna,Ath Madrid,3,1,H,2,1,H,2007
SP1,24-02-2008,Real Madrid,Getafe,0,1,A,0,0,D,2007
SP1,24-02-2008,Santander,Almeria,1,0,H,0,0,D,2007
SP1,01-03-2008,Ath Madrid,Barcelona,4,2,H,2,1,H,2007
SP1,01-03-2008,Espanol,Valencia,2,0,H,1,0,H,2007
SP1,01-03-2008,La Coruna,Sevilla,2,1,H,1,1,D,2007
SP1,01-03-2008,Recreativo,Real Madrid,2,3,A,1,1,D,2007
SP1,02-03-2008,Almeria,Ath Bilbao,1,1,D,0,0,D,2007
SP1,02-03-2008,Betis,Murcia,4,0,H,2,0,H,2007
SP1,02-03-2008,Getafe,Mallorca,3,3,D,2,1,H,2007
SP1,02-03-2008,Levante,Zaragoza,2,1,H,1,0,H,2007
SP1,02-03-2008,Valladolid,Santander,0,1,A,0,0,D,2007
SP1,02-03-2008,Villarreal,Osasuna,0,0,D,0,0,D,2007
SP1,08-03-2008,Real Madrid,Espanol,2,1,H,1,1,D,2007
SP1,08-03-2008,Zaragoza,Ath Madrid,2,1,H,1,1,D,2007
SP1,09-03-2008,Ath Bilbao,Valladolid,2,0,H,1,0,H,2007
SP1,09-03-2008,Barcelona,Villarreal,1,2,A,0,1,A,2007
SP1,09-03-2008,Mallorca,Recreativo,7,1,H,5,1,H,2007
SP1,09-03-2008,Murcia,Getafe,0,3,A,0,0,D,2007
SP1,09-03-2008,Osasuna,Almeria,2,1,H,2,1,H,2007
SP1,09-03-2008,Santander,Betis,3,0,H,0,0,D,2007
SP1,09-03-2008,Sevilla,Levante,2,1,H,1,1,D,2007
SP1,09-03-2008,Valencia,La Coruna,2,2,D,2,2,D,2007
SP1,15-03-2008,Betis,Ath Bilbao,1,2,A,1,1,D,2007
SP1,15-03-2008,La Coruna,Real Madrid,1,0,H,0,0,D,2007
SP1,15-03-2008,Recreativo,Murcia,4,2,H,1,1,D,2007
SP1,15-03-2008,Valencia,Sevilla,1,2,A,0,2,A,2007
SP1,16-03-2008,Almeria,Barcelona,2,2,D,1,1,D,2007
SP1,16-03-2008,Ath Madrid,Levante,3,0,H,2,0,H,2007
SP1,16-03-2008,Espanol,Mallorca,2,1,H,0,1,A,2007
SP1,16-03-2008,Getafe,Santander,2,1,H,0,0,D,2007
SP1,16-03-2008,Valladolid,Osasuna,0,0,D,0,0,D,2007
SP1,16-03-2008,Villarreal,Zaragoza,2,0,H,1,0,H,2007
SP1,22-03-2008,Mallorca,La Coruna,1,0,H,1,0,H,2007
SP1,22-03-2008,Sevilla,Ath Madrid,1,2,A,0,1,A,2007
SP1,23-03-2008,Ath Bilbao,Getafe,1,0,H,1,0,H,2007
SP1,23-03-2008,Barcelona,Valladolid,4,1,H,1,1,D,2007
SP1,23-03-2008,Levante,Villarreal,1,2,A,0,1,A,2007
SP1,23-03-2008,Murcia,Espanol,4,0,H,1,0,H,2007
SP1,23-03-2008,Osasuna,Betis,0,1,A,0,0,D,2007
SP1,23-03-2008,Real Madrid,Valencia,2,3,A,1,1,D,2007
SP1,23-03-2008,Santander,Recreativo,2,0,H,0,0,D,2007
SP1,23-03-2008,Zaragoza,Almeria,1,1,D,0,0,D,2007
SP1,29-03-2008,Betis,Barcelona,3,2,H,0,2,A,2007
SP1,29-03-2008,Villarreal,Ath Madrid,3,0,H,2,0,H,2007
SP1,30-03-2008,Almeria,Levante,2,1,H,2,0,H,2007
SP1,30-03-2008,Espanol,Santander,0,3,A,0,2,A,2007
SP1,30-03-2008,Getafe,Osasuna,0,2,A,0,1,A,2007
SP1,30-03-2008,La Coruna,Murcia,3,1,H,1,1,D,2007
SP1,30-03-2008,Real Madrid,Sevilla,3,1,H,2,1,H,2007
SP1,30-03-2008,Recreativo,Ath Bilbao,1,1,D,1,0,H,2007
SP1,30-03-2008,Valencia,Mallorca,0,3,A,0,2,A,2007
SP1,30-03-2008,Valladolid,Zaragoza,2,1,H,0,1,A,2007
SP1,05-04-2008,Mallorca,Real Madrid,1,1,D,0,1,A,2007
SP1,05-04-2008,Osasuna,Recreativo,0,1,A,0,1,A,2007
SP1,06-04-2008,Ath Bilbao,Espanol,1,0,H,1,0,H,2007
SP1,06-04-2008,Ath Madrid,Almeria,6,3,H,4,3,H,2007
SP1,06-04-2008,Barcelona,Getafe,0,0,D,0,0,D,2007
SP1,06-04-2008,Levante,Valladolid,0,3,A,0,1,A,2007
SP1,06-04-2008,Murcia,Valencia,1,0,H,1,0,H,2007
SP1,06-04-2008,Santander,La Coruna,1,3,A,1,3,A,2007
SP1,06-04-2008,Sevilla,Villarreal,2,0,H,1,0,H,2007
SP1,06-04-2008,Zaragoza,Betis,0,3,A,0,2,A,2007
SP1,12-04-2008,Recreativo,Barcelona,2,2,D,1,1,D,2007
SP1,12-04-2008,Valencia,Santander,1,2,A,0,0,D,2007
SP1,13-04-2008,Almeria,Villarreal,1,0,H,0,0,D,2007
SP1,13-04-2008,Betis,Levante,0,1,A,0,0,D,2007
SP1,13-04-2008,Espanol,Osasuna,0,1,A,0,1,A,2007
SP1,13-04-2008,Getafe,Zaragoza,0,0,D,0,0,D,2007
SP1,13-04-2008,La Coruna,Ath Bilbao,3,0,H,1,0,H,2007
SP1,13-04-2008,Mallorca,Sevilla,2,3,A,0,1,A,2007
SP1,13-04-2008,Real Madrid,Murcia,1,0,H,0,0,D,2007
SP1,13-04-2008,Valladolid,Ath Madrid,1,1,D,0,0,D,2007
SP1,19-04-2008,Ath Madrid,Betis,1,3,A,1,1,D,2007
SP1,19-04-2008,Barcelona,Espanol,0,0,D,0,0,D,2007
SP1,19-04-2008,Sevilla,Almeria,1,4,A,0,1,A,2007
SP1,19-04-2008,Zaragoza,Recreativo,3,0,H,2,0,H,2007
SP1,20-04-2008,Ath Bilbao,Valencia,5,1,H,1,0,H,2007
SP1,20-04-2008,Levante,Getafe,3,1,H,2,0,H,2007
SP1,20-04-2008,Murcia,Mallorca,1,4,A,0,2,A,2007
SP1,20-04-2008,Osasuna,La Coruna,0,1,A,0,0,D,2007
SP1,20-04-2008,Santander,Real Madrid,0,2,A,0,1,A,2007
SP1,20-04-2008,Villarreal,Valladolid,2,0,H,1,0,H,2007
SP1,26-04-2008,La Coruna,Barcelona,2,0,H,0,0,D,2007
SP1,26-04-2008,Murcia,Sevilla,0,0,D,0,0,D,2007
SP1,27-04-2008,Betis,Villarreal,0,1,A,0,1,A,2007
SP1,27-04-2008,Espanol,Zaragoza,1,1,D,0,0,D,2007
SP1,27-04-2008,Getafe,Ath Madrid,1,1,D,1,1,D,2007
SP1,27-04-2008,Mallorca,Santander,3,1,H,0,0,D,2007
SP1,27-04-2008,Real Madrid,Ath Bilbao,3,0,H,1,0,H,2007
SP1,27-04-2008,Recreativo,Levante,2,0,H,2,0,H,2007
SP1,27-04-2008,Valencia,Osasuna,3,0,H,1,0,H,2007
SP1,27-04-2008,Valladolid,Almeria,1,0,H,0,0,D,2007
SP1,03-05-2008,Ath Madrid,Recreativo,3,0,H,1,0,H,2007
SP1,03-05-2008,Zaragoza,La Coruna,1,0,H,0,0,D,2007
SP1,04-05-2008,Almeria,Betis,1,1,D,0,1,A,2007
SP1,04-05-2008,Ath Bilbao,Mallorca,1,2,A,1,1,D,2007
SP1,04-05-2008,Barcelona,Valencia,6,0,H,3,0,H,2007
SP1,04-05-2008,Levante,Espanol,1,1,D,0,0,D,2007
SP1,04-05-2008,Osasuna,Real Madrid,1,2,A,0,0,D,2007
SP1,04-05-2008,Santander,Murcia,3,2,H,1,2,A,2007
SP1,04-05-2008,Sevilla,Valladolid,2,0,H,2,0,H,2007
SP1,04-05-2008,Villarreal,Getafe,2,0,H,2,0,H,2007
SP1,07-05-2008,Betis,Valladolid,1,1,D,0,0,D,2007
SP1,07-05-2008,Getafe,Almeria,4,2,H,1,2,A,2007
SP1,07-05-2008,La Coruna,Levante,1,0,H,0,0,D,2007
SP1,07-05-2008,Mallorca,Osasuna,2,1,H,1,0,H,2007
